"nomor_laporan_produksi_lab";"nomor_laporan_produksi";"jam_waktu";"mesin";"rpm";"mesh";"std_ssa";"ssa";"std_d50";"d50";"std_d98";"d98";"cie86";"iso2470";"moisture";"residue"
"LHPL2112-000348";"LHP2112-0044";"08:00:00";"8";"325";"325";"5500";"7319";"8.5";"5.46";"75";"46.92";"68.7";"84";"0.497";"0.182"
"LHPL2112-000349";"LHP2112-0044";"08:00:00";"9";"400";"800";"8000";"7251";"2.5";"5.75";"40";"42.19";"67.4";"83.5";"0.191";"0.024"
"LHPL2112-000350";"LHP2112-0045";"13:00:00";"1";"400";"800";"8000";"12178";"2.5";"1.09";"40";"20.01";"85.4";"92.7";"0.155";"0.014"
"LHPL2112-000351";"LHP2112-0045";"13:00:00";"2";"400";"1200";"11500";"8392";"1.7";"2.09";"30";"25.17";"82.8";"91.8";"0.111";"0.02"
"LHPL2112-000352";"LHP2112-0045";"13:00:00";"3";"450";"800";"8000";"10876";"2.5";"1.79";"40";"26.73";"84.4";"92.3";"0.13";"0.041"
"LHPL2112-000353";"LHP2112-0045";"13:00:00";"4";"500";"800";"8000";"6397";"2.5";"5.63";"40";"45.48";"70.8";"86.3";"0.239";"0.005"
"LHPL2112-000354";"LHP2112-0045";"13:00:00";"5";"345";"800";"8000";"7007";"2.5";"9.81";"40";"53.72";"81.3";"91.4";"0.113";"0.14"
"LHPL2112-000355";"LHP2112-0045";"13:00:00";"6";"325";"325";"5500";"6864";"8.5";"4.74";"75";"35.09";"66.5";"85";"0.115";"0.005"
"LHPL2112-000356";"LHP2112-0045";"13:00:00";"7";"390";"800";"8000";"6607";"2.5";"6.57";"40";"46.87";"61.5";"81.3";"2.55";"0.046"
"LHPL2112-000357";"LHP2112-0045";"13:00:00";"8";"380";"800";"8000";"6550";"2.5";"7.24";"40";"44.53";"68.5";"82.2";"0.233";"0.063"
"LHPL2112-000358";"LHP2112-0046";"08:00:00";"4";"500";"800";"8000";"6972";"2.5";"5.6";"40";"45.37";"70.5";"84.4";"0.379";"0.173"
"LHPL2112-000359";"LHP2112-0046";"08:00:00";"5";"345";"800";"8000";"6607";"2.5";"7.23";"40";"45.69";"79.6";"88.9";"0.228";"0.043"
"LHPL2112-000360";"LHP2112-0047";"13:00:00";"4";"500";"800";"8000";"6972";"2.5";"5.6";"40";"45.37";"73.8";"87.1";"0.385";"0.135"
"LHPL2112-000361";"LHP2112-0047";"13:00:00";"5";"345";"800";"8000";"6607";"2.5";"7.23";"40";"45.69";"79.1";"89.7";"0.153";"0.067"
"LHPL2112-000362";"LHP2112-0048";"08:00:00";"1";"400";"800";"8000";"10194";"2.5";"2.08";"40";"23.39";"82.1";"91.3";"0.271";"0.009"
"LHPL2112-000363";"LHP2112-0048";"08:00:00";"2";"400";"2000";"13500";"9475";"1.4";"2.1";"23";"23.15";"83.3";"91.7";"0.164";"0.016"
"LHPL2112-000364";"LHP2112-0048";"08:00:00";"3";"450";"1200";"11500";"10599";"1.7";"1.91";"30";"26.55";"84.7";"90.8";"0.211";"0.073"
"LHPL2112-000365";"LHP2112-0048";"08:00:00";"4";"500";"800";"8000";"6936";"2.5";"5.58";"40";"45.62";"70";"85.9";"0.589";"0.217"
"LHPL2112-000366";"LHP2112-0048";"08:00:00";"5";"345";"800";"8000";"7078";"2.5";"7.1";"40";"52.95";"79.4";"89";"0.157";"0.128"
"LHPL2112-000367";"LHP2112-0048";"08:00:00";"6";"325";"325";"5500";"7060";"8.5";"4.75";"75";"32.98";"74.3";"85.7";"0.171";"0.008"
"LHPL2112-000368";"LHP2112-0048";"08:00:00";"7";"390";"800";"8000";"6017";"2.5";"5.97";"40";"49.49";"64.7";"79.6";"1.192";"0.279"
"LHPL2112-000369";"LHP2112-0048";"08:00:00";"8";"380";"800";"8000";"6625";"2.5";"4.51";"40";"45.22";"64.7";"81.2";"0.917";"0.063"
"LHPL2112-000370";"LHP2112-0048";"08:00:00";"9";"400";"500";"7000";"7519";"7";"5.07";"60";"39.7";"73.3";"84.5";"0.285";"0.029"
"LHPL2112-000371";"LHP2112-0050";"13:00:00";"1";"400";"800";"8000";"10194";"2.5";"2.08";"40";"23.39";"82.8";"90.2";"0.205";"0.035"
"LHPL2112-000372";"LHP2112-0050";"13:00:00";"2";"400";"2000";"13500";"9475";"1.4";"2.1";"23";"23.15";"82.3";"91.7";"0.181";"0.044"
"LHPL2112-000373";"LHP2112-0050";"13:00:00";"3";"450";"800";"8000";"9885";"2.5";"2.6";"40";"26.25";"84.5";"93";"0.277";"0.074"
"LHPL2112-000374";"LHP2112-0050";"13:00:00";"4";"500";"800";"8000";"6936";"2.5";"5.58";"40";"45.62";"75.1";"86.1";"0.507";"0.022"
"LHPL2112-000375";"LHP2112-0050";"13:00:00";"5";"345";"800";"8000";"7078";"2.5";"7.1";"40";"52.95";"79.9";"90.9";"0.179";"0.011"
"LHPL2112-000376";"LHP2112-0050";"13:00:00";"6";"325";"325";"5500";"7060";"8.5";"4.75";"75";"32.98";"75.3";"86.1";"0.183";"0.001"
"LHPL2112-000377";"LHP2112-0050";"13:00:00";"7";"390";"800";"8000";"6017";"2.5";"5.97";"40";"49.49";"70";"82.9";"1.198";"0.222"
"LHPL2112-000378";"LHP2112-0050";"13:00:00";"8";"380";"800";"8000";"6625";"2.5";"4.51";"40";"45.22";"65.7";"81.5";"0.994";"0.048"
"LHPL2112-000379";"LHP2112-0050";"13:00:00";"9";"400";"500";"7000";"7519";"7";"5.07";"60";"39.7";"71.2";"84.7";"0.44";"0.01"
"LHPL2112-000380";"LHP2112-0051";"08:00:00";"1";"400";"6000";"14000";"10493";"1.2";"1.52";"21";"21.44";"83.8";"91.3";"0.235";"0.009"
"LHPL2112-000381";"LHP2112-0051";"08:00:00";"2";"400";"1200";"11500";"9074";"1.7";"2.12";"30";"22.3";"84.9";"92.2";"0.222";"0.01"
"LHPL2112-000382";"LHP2112-0051";"08:00:00";"3";"450";"800";"8000";"11113";"2.5";"1.46";"40";"23.13";"83.4";"91.8";"0.228";"0.064"
"LHPL2112-000383";"LHP2112-0051";"08:00:00";"4";"500";"800";"8000";"6017";"2.5";"5.44";"40";"42.78";"71.4";"84.9";"1.363";"0.147"
"LHPL2112-000384";"LHP2112-0051";"08:00:00";"5";"345";"800";"8000";"6882";"2.5";"7.8";"40";"49.99";"80.5";"90.9";"0.148";"0.032"
"LHPL2112-000385";"LHP2112-0051";"08:00:00";"6";"325";"325";"5500";"6864";"8.5";"4.39";"75";"34.27";"74.2";"86";"0.123";"0.005"
"LHPL2112-000386";"LHP2112-0051";"08:00:00";"7";"390";"800";"8000";"5656";"2.5";"6.1";"40";"48.92";"70.5";"84";"1.385";"0.22"
"LHPL2112-000387";"LHP2112-0051";"08:00:00";"8";"380";"800";"8000";"6416";"2.5";"5.64";"40";"45.36";"67.6";"84.6";"0.846";"0.125"
"LHPL2112-000388";"LHP2112-0051";"08:00:00";"9";"400";"800";"8000";"7536";"2.5";"4.88";"40";"40.49";"66.2";"84.2";"0.245";"0.04"
"LHPL2112-000389";"LHP2112-0052";"13:00:00";"1";"400";"6000";"14000";"10493";"1.2";"1.52";"21";"21.44";"83.1";"91.7";"0.209";"0.045"
"LHPL2112-000390";"LHP2112-0052";"13:00:00";"2";"400";"1200";"11500";"9074";"1.7";"2.12";"30";"22.3";"82.9";"91.7";"0.209";"0.005"
"LHPL2112-000391";"LHP2112-0052";"13:00:00";"3";"450";"800";"8000";"11113";"2.5";"1.46";"40";"23.13";"83";"92.4";"0.133";"0.045"
"LHPL2112-000392";"LHP2112-0052";"13:00:00";"4";"500";"800";"8000";"6017";"2.5";"5.44";"40";"42.78";"78.3";"89.6";"1.481";"0.023"
"LHPL2112-000393";"LHP2112-0052";"13:00:00";"5";"345";"800";"8000";"6882";"2.5";"7.8";"40";"49.99";"83.4";"90.3";"0.111";"0.036"
"LHPL2112-000394";"LHP2112-0052";"13:00:00";"6";"325";"325";"5500";"6864";"8.5";"4.39";"75";"34.27";"75.4";"86.1";"0.142";"0.008"
"LHPL2112-000395";"LHP2112-0052";"13:00:00";"7";"390";"800";"8000";"5656";"2.5";"6.1";"40";"48.92";"72.8";"83.6";"0.933";"0.214"
"LHPL2112-000396";"LHP2112-0052";"13:00:00";"8";"380";"800";"8000";"6416";"2.5";"5.64";"40";"45.36";"71.2";"84.7";"0.405";"0.007"
"LHPL2112-000397";"LHP2112-0052";"13:00:00";"9";"400";"500";"7000";"7182";"7";"4.07";"60";"40.19";"70.1";"82.8";"0.938";"0.054"
"LHPL2112-000398";"LHP2112-0053";"08:00:00";"1";"400";"6000";"14000";"8964";"1.2";"2.34";"21";"23.92";"85.9";"91";"0.327";"0.005"
"LHPL2112-000399";"LHP2112-0053";"08:00:00";"2";"400";"800";"8000";"8363";"2.5";"2.54";"40";"24.9";"83.2";"90.2";"0.457";"0.036"
"LHPL2112-000400";"LHP2112-0053";"08:00:00";"3";"450";"800";"8000";"9935";"2.5";"2";"40";"24.44";"85.4";"91.5";"0.316";"0.053"
"LHPL2112-000401";"LHP2112-0053";"08:00:00";"4";"500";"800";"8000";"7095";"2.5";"4.53";"40";"43.58";"79.7";"88.5";"0.535";"0.061"
"LHPL2112-000402";"LHP2112-0053";"08:00:00";"5";"345";"800";"8000";"6607";"2.5";"8.09";"40";"53.3";"80.5";"91";"0.189";"0.105"
"LHPL2112-000403";"LHP2112-0053";"08:00:00";"7";"390";"800";"8000";"5721";"2.5";"6";"40";"48.13";"67.3";"83.4";"1.015";"0.025"
"LHPL2112-000404";"LHP2112-0053";"08:00:00";"8";"380";"800";"8000";"6038";"2.5";"5.94";"40";"45.92";"72.8";"85.3";"0.868";"0.091"
"LHPL2112-000405";"LHP2112-0053";"08:00:00";"9";"400";"800";"8000";"6828";"2.5";"4.66";"40";"39.56";"70.2";"82.9";"0.353";"0.027"
"LHPL2112-000406";"LHP2112-0054";"13:00:00";"1";"400";"6000";"14000";"8964";"1.2";"2.34";"21";"23.92";"81.8";"90.8";"0.275";"0.057"
"LHPL2112-000407";"LHP2112-0054";"13:00:00";"2";"400";"2000";"13500";"8768";"1.4";"2.07";"23";"21.77";"81.2";"91.3";"0.196";"0.021"
"LHPL2112-000408";"LHP2112-0054";"13:00:00";"3";"450";"1200";"11500";"11158";"1.7";"1.76";"30";"23.57";"83.6";"93.6";"0.184";"0.019"
"LHPL2112-000409";"LHP2112-0054";"13:00:00";"4";"500";"800";"8000";"7095";"2.5";"4.53";"40";"43.58";"79.2";"90";"0.336";"0.038"
"LHPL2112-000410";"LHP2112-0054";"13:00:00";"5";"345";"800";"8000";"6607";"2.5";"8.09";"40";"53.3";"79.9";"90.8";"0.147";"0.013"
"LHPL2112-000411";"LHP2112-0054";"13:00:00";"6";"380";"800";"8000";"6882";"2.5";"3.85";"40";"40.77";"79";"88.9";"0.159";"0.131"
"LHPL2112-000412";"LHP2112-0054";"13:00:00";"7";"390";"800";"8000";"5721";"2.5";"6";"40";"48.13";"67.2";"83.5";"1.24";"0.32"
"LHPL2112-000413";"LHP2112-0054";"13:00:00";"8";"380";"800";"8000";"6038";"2.5";"5.94";"40";"45.92";"63.2";"82.7";"0.523";"0.045"
"LHPL2112-000414";"LHP2112-0054";"13:00:00";"9";"400";"800";"8000";"6828";"2.5";"4.66";"40";"39.56";"68.4";"85.9";"0.284";"0.03"
"LHPL2112-000415";"LHP2112-0055";"08:00:00";"1";"400";"6000";"14000";"9060";"1.2";"2.34";"21";"26.68";"83.3";"92.7";"0.373";"0.053"
"LHPL2112-000416";"LHP2112-0055";"08:00:00";"2";"400";"1200";"11500";"8922";"1.7";"2.06";"30";"23.92";"84.7";"92.6";"0.311";"0.016"
"LHPL2112-000417";"LHP2112-0055";"08:00:00";"3";"450";"800";"8000";"11012";"2.5";"1.59";"40";"23.74";"81.2";"92.1";"0.265";"0.042"
"LHPL2112-000418";"LHP2112-0055";"08:00:00";"4";"500";"800";"8000";"6773";"2.5";"4.36";"40";"41.84";"78.6";"85.5";"1.171";"0.152"
"LHPL2112-000419";"LHP2112-0055";"08:00:00";"5";"345";"800";"8000";"7470";"2.5";"6.33";"40";"51.79";"81.7";"90.8";"0.15";"0.021"
"LHPL2112-000420";"LHP2112-0055";"08:00:00";"6";"380";"800";"8000";"6512";"2.5";"4.24";"40";"41.35";"78.3";"88.3";"0.194";"0.013"
"LHPL2112-000421";"LHP2112-0055";"08:00:00";"7";"390";"800";"8000";"7007";"2.5";"3.88";"40";"45.17";"67.3";"83.3";"1.157";"0.334"
"LHPL2112-000422";"LHP2112-0055";"08:00:00";"8";"380";"800";"8000";"6792";"2.5";"4.58";"40";"42.28";"71.1";"84.5";"1.211";"0.076"
"LHPL2112-000423";"LHP2112-0056";"13:00:00";"1";"400";"2000";"13500";"8597";"1.4";"2.99";"23";"23.8";"83.1";"93.4";"0.213";"0.006"
"LHPL2112-000424";"LHP2112-0056";"13:00:00";"2";"400";"1200";"11500";"8922";"1.7";"2.06";"30";"23.92";"84.9";"93.8";"0.232";"0.006"
"LHPL2112-000425";"LHP2112-0056";"13:00:00";"3";"450";"1200";"11500";"11454";"1.7";"1.65";"30";"24.1";"85.9";"93.8";"0.203";"0.005"
"LHPL2112-000426";"LHP2112-0056";"13:00:00";"4";"500";"800";"8000";"6773";"2.5";"4.36";"40";"41.84";"81.1";"91.8";"0.665";"0.005"
"LHPL2112-000427";"LHP2112-0056";"13:00:00";"5";"345";"800";"8000";"7470";"2.5";"6.33";"40";"51.79";"82.4";"92.7";"0.142";"0.007"
"LHPL2112-000428";"LHP2112-0056";"13:00:00";"6";"380";"800";"8000";"6512";"2.5";"4.24";"40";"41.35";"79.1";"88.5";"0.421";"0.313"
"LHPL2112-000429";"LHP2112-0056";"13:00:00";"7";"390";"800";"8000";"7007";"2.5";"3.88";"40";"45.17";"65.8";"83.9";"1.028";"0.023"
"LHPL2112-000430";"LHP2112-0056";"13:00:00";"8";"380";"800";"8000";"6792";"2.5";"4.58";"40";"42.28";"70.9";"84.5";"0.874";"0.043"
"LHPL2201-000001";"LHP2201-0001";"08:00:00";"1";"400";"800";"8000";"9872";"2.5";"1.91";"40";"24.44";"84.2";"92.9";"0.407";"0.047"
"LHPL2201-000002";"LHP2201-0001";"08:00:00";"2";"400";"1200";"11500";"10009";"1.7";"1.58";"30";"21.83";"82.3";"90.4";"0.266";"0.007"
"LHPL2201-000003";"LHP2201-0001";"08:00:00";"3";"450";"1200";"11500";"11235";"1.7";"1.36";"30";"22.84";"84.6";"92.8";"0.275";"0.048"
"LHPL2201-000004";"LHP2201-0001";"08:00:00";"4";"500";"800";"8000";"6512";"2.5";"5.22";"40";"46.73";"77.5";"87";"0.677";"0.26"
"LHPL2201-000005";"LHP2201-0001";"08:00:00";"5";"345";"800";"8000";"7165";"2.5";"9.68";"40";"54.46";"79.2";"91.1";"0.183";"0.069"
"LHPL2201-000006";"LHP2201-0001";"08:00:00";"6";"380";"800";"8000";"6773";"2.5";"4.98";"40";"50.06";"76.9";"88.5";"0.701";"1.428"
"LHPL2201-000007";"LHP2201-0001";"08:00:00";"7";"390";"800";"8000";"6220";"2.5";"4.57";"40";"43.37";"73.4";"85.7";"0.965";"0.173"
"LHPL2201-000008";"LHP2201-0001";"08:00:00";"8";"380";"500";"7000";"6017";"7";"5.03";"60";"44.92";"73";"87.3";"1.474";"0.195"
"LHPL2201-000009";"LHP2201-0005";"13:00:00";"1";"400";"800";"8000";"9872";"2.5";"1.91";"40";"24.44";"83.6";"93.5";"0.271";"0.019"
"LHPL2201-000010";"LHP2201-0005";"13:00:00";"2";"400";"1200";"11500";"10009";"1.7";"1.58";"30";"21.83";"75.2";"91.9";"0.254";"0.014"
"LHPL2201-000011";"LHP2201-0005";"13:00:00";"3";"450";"2000";"13500";"10410";"1.4";"1.79";"23";"25.13";"80.3";"92";"0.234";"0.014"
"LHPL2201-000012";"LHP2201-0005";"13:00:00";"4";"500";"800";"8000";"6512";"2.5";"5.22";"40";"46.73";"67.7";"86.3";"0.294";"0.225"
"LHPL2201-000013";"LHP2201-0005";"13:00:00";"5";"345";"800";"8000";"7165";"2.5";"9.68";"40";"54.46";"82.5";"91.4";"0.143";"0.017"
"LHPL2201-000014";"LHP2201-0005";"13:00:00";"6";"380";"800";"8000";"6773";"2.5";"4.98";"40";"50.06";"76.2";"89.3";"0.375";"0.099"
"LHPL2201-000015";"LHP2201-0005";"13:00:00";"7";"390";"800";"8000";"6220";"2.5";"4.57";"40";"43.37";"71.4";"84.8";"0.732";"0.139"
"LHPL2201-000016";"LHP2201-0005";"13:00:00";"8";"380";"500";"7000";"6017";"7";"5.03";"60";"44.92";"66.4";"83.1";"0.748";"0.12"
"LHPL2201-000017";"LHP2201-0006";"08:00:00";"1";"390";"800";"8000";"11378";"2.5";"1.34";"40";"20.93";"80.3";"91";"0.265";"0.058"
"LHPL2201-000018";"LHP2201-0006";"08:00:00";"2";"400";"6000";"14000";"9488";"1.2";"1.64";"21";"22.22";"82.8";"93.3";"0.269";"0.025"
"LHPL2201-000019";"LHP2201-0006";"08:00:00";"3";"450";"800";"8000";"11001";"2.5";"1.77";"40";"26.97";"81.5";"89";"0.311";"0.035"
"LHPL2201-000020";"LHP2201-0006";"08:00:00";"4";"500";"800";"8000";"7536";"2.5";"4.29";"40";"46.52";"79.5";"89";"0.256";"0.079"
"LHPL2201-000021";"LHP2201-0006";"08:00:00";"5";"345";"800";"8000";"7078";"2.5";"5.33";"40";"53.09";"79.3";"88.9";"0.182";"0.007"
"LHPL2201-000022";"LHP2201-0006";"08:00:00";"7";"390";"500";"7000";"6180";"7";"5.35";"60";"48.03";"71.4";"85.8";"1.173";"0.04"
"LHPL2201-000023";"LHP2201-0006";"08:00:00";"8";"380";"500";"7000";"6531";"7";"5.07";"60";"45.69";"74.3";"86.8";"0.85";"0.1"
"LHPL2201-000024";"LHP2201-0006";"08:00:00";"9";"400";"800";"8000";"7453";"2.5";"4.44";"40";"41.7";"68.6";"83.6";"0.291";"0.049"
"LHPL2201-000025";"LHP2201-0007";"13:00:00";"1";"390";"800";"8000";"11378";"2.5";"1.34";"40";"20.93";"81.8";"91.3";"0.373";"0.031"
"LHPL2201-000026";"LHP2201-0007";"13:00:00";"2";"400";"6000";"14000";"9488";"1.2";"1.64";"21";"22.22";"83.1";"91.6";"0.788";"0.024"
"LHPL2201-000027";"LHP2201-0007";"13:00:00";"3";"450";"800";"8000";"11001";"2.5";"1.77";"40";"26.97";"75.6";"88.8";"0.286";"0.05"
"LHPL2201-000028";"LHP2201-0007";"13:00:00";"4";"500";"800";"8000";"7536";"2.5";"4.29";"40";"46.52";"75.7";"88.6";"0.367";"0.029"
"LHPL2201-000029";"LHP2201-0007";"13:00:00";"5";"345";"800";"8000";"7078";"2.5";"5.33";"40";"53.09";"78.3";"87.6";"0.159";"0.008"
"LHPL2201-000030";"LHP2201-0007";"13:00:00";"6";"380";"800";"8000";"6625";"2.5";"6.03";"40";"43.55";"80.7";"89.3";"0.263";"0.382"
"LHPL2201-000031";"LHP2201-0007";"13:00:00";"7";"390";"500";"7000";"6180";"7";"5.35";"60";"48.03";"75.2";"86.5";"0.311";"0.03"
"LHPL2201-000032";"LHP2201-0007";"13:00:00";"8";"380";"500";"7000";"6531";"7";"5.07";"60";"45.69";"71.8";"84.8";"0.316";"0.012"
"LHPL2201-000033";"LHP2201-0008";"08:00:00";"1";"390";"800";"8000";"7874";"2.5";"3.13";"40";"27.61";"85.6";"90.9";"0.396";"0.05"
"LHPL2201-000034";"LHP2201-0008";"08:00:00";"2";"400";"1200";"11500";"7503";"1.7";"3.02";"30";"26.06";"80.3";"90.7";"0.762";"0.067"
"LHPL2201-000035";"LHP2201-0008";"08:00:00";"3";"450";"1200";"11500";"8539";"1.7";"2.38";"30";"26.17";"79.3";"88.8";"0.395";"0.013"
"LHPL2201-000036";"LHP2201-0008";"08:00:00";"4";"500";"800";"8000";"7666";"2.5";"4.58";"40";"44.88";"81.6";"91.3";"0.171";"0.03"
"LHPL2201-000037";"LHP2201-0008";"08:00:00";"5";"345";"800";"8000";"8495";"2.5";"4.36";"40";"46.52";"79.7";"88.5";"0.143";"0.005"
"LHPL2201-000038";"LHP2201-0008";"08:00:00";"6";"380";"800";"8000";"6918";"2.5";"4.83";"40";"46.05";"79.5";"90";"0.585";"0.285"
"LHPL2201-000039";"LHP2201-0008";"08:00:00";"7";"390";"800";"8000";"6900";"2.5";"4.69";"40";"46.61";"70.1";"82.9";"0.826";"0.275"
"LHPL2201-000040";"LHP2201-0008";"08:00:00";"8";"380";"800";"8000";"7007";"2.5";"5.48";"40";"42.41";"75.4";"86.1";"0.664";"0.068"
"LHPL2201-000041";"LHP2201-0008";"08:00:00";"9";"400";"800";"8000";"7699";"2.5";"3.02";"40";"38.31";"66.1";"85.1";"1.388";"0.021"
"LHPL2201-000042";"LHP2201-0009";"13:00:00";"1";"390";"800";"8000";"7874";"2.5";"3.13";"40";"27.61";"76.7";"91.5";"0.199";"0.044"
"LHPL2201-000043";"LHP2201-0009";"13:00:00";"2";"400";"1200";"11500";"7503";"1.7";"3.02";"30";"26.06";"78.5";"90.6";"0.186";"0.009"
"LHPL2201-000044";"LHP2201-0009";"13:00:00";"3";"450";"800";"8000";"9972";"2.5";"1.83";"40";"26.75";"79.9";"89.3";"0.197";"0.05"
"LHPL2201-000045";"LHP2201-0009";"13:00:00";"4";"500";"800";"8000";"7666";"2.5";"4.58";"40";"44.88";"77.5";"88.5";"0.188";"0.044"
"LHPL2201-000046";"LHP2201-0009";"13:00:00";"5";"345";"800";"8000";"8495";"2.5";"4.36";"40";"46.52";"80.3";"89.4";"0.119";"0.007"
"LHPL2201-000047";"LHP2201-0009";"13:00:00";"6";"380";"800";"8000";"6918";"2.5";"4.83";"40";"46.05";"76.1";"89.5";"0.195";"0.012"
"LHPL2201-000048";"LHP2201-0009";"13:00:00";"7";"390";"800";"8000";"6900";"2.5";"4.69";"40";"46.61";"66";"81.5";"1.071";"0.294"
"LHPL2201-000049";"LHP2201-0009";"13:00:00";"8";"380";"800";"8000";"7007";"2.5";"5.48";"40";"42.41";"68.5";"83.9";"0.533";"1.395"
"LHPL2201-000050";"LHP2201-0009";"13:00:00";"9";"400";"500";"7000";"6299";"7";"5.1";"60";"46.74";"64.7";"81.1";"0.302";"0.05"
"LHPL2201-000051";"LHP2201-0010";"08:00:00";"1";"390";"800";"8000";"9860";"2.5";"1.88";"40";"26.63";"81.7";"91.2";"0.222";"0.043"
"LHPL2201-000052";"LHP2201-0010";"08:00:00";"2";"400";"1200";"11500";"10009";"1.7";"2.04";"30";"24.69";"79.4";"88.9";"0.267";"0.026"
"LHPL2201-000053";"LHP2201-0010";"08:00:00";"3";"450";"2000";"13500";"9682";"1.4";"1.71";"23";"27.38";"80.8";"89.2";"0.254";"0.061"
"LHPL2201-000054";"LHP2201-0010";"08:00:00";"4";"500";"800";"8000";"6755";"2.5";"5.4";"40";"46.61";"75.8";"88.7";"0.263";"0.033"
"LHPL2201-000055";"LHP2201-0010";"08:00:00";"5";"345";"800";"8000";"7353";"2.5";"5.5";"40";"42.57";"77.9";"88.5";"0.146";"0.001"
"LHPL2201-000056";"LHP2201-0010";"08:00:00";"7";"390";"500";"7000";"5786";"7";"5.74";"60";"49.24";"61.5";"80.2";"1.417";"0.158"
"LHPL2201-000057";"LHP2201-0010";"08:00:00";"8";"380";"800";"8000";"6918";"2.5";"3.72";"40";"43.38";"64.5";"81.2";"0.885";"0.033"
"LHPL2201-000058";"LHP2201-0010";"08:00:00";"9";"400";"800";"8000";"7601";"2.5";"4.51";"40";"40.24";"69";"82.5";"0.231";"0.03"
"LHPL2201-000059";"LHP2201-0011";"13:00:00";"1";"390";"800";"8000";"9860";"2.5";"1.88";"40";"26.63";"77";"86.4";"0.363";"0.025"
"LHPL2201-000060";"LHP2201-0011";"13:00:00";"2";"400";"1200";"11500";"10009";"1.7";"2.04";"30";"24.69";"83.2";"91.8";"0.489";"0.052"
"LHPL2201-000061";"LHP2201-0011";"13:00:00";"3";"450";"2000";"13500";"9682";"1.4";"1.71";"23";"27.38";"70.1";"90";"0.339";"0.061"
"LHPL2201-000062";"LHP2201-0011";"13:00:00";"4";"500";"800";"8000";"6755";"2.5";"5.4";"40";"46.61";"79.4";"88.8";"0.324";"0.09"
"LHPL2201-000063";"LHP2201-0011";"13:00:00";"5";"345";"800";"8000";"7353";"2.5";"5.5";"40";"42.57";"80.7";"90.8";"0.256";"0.01"
"LHPL2201-000064";"LHP2201-0011";"13:00:00";"7";"390";"800";"8000";"5721";"2.5";"6.7";"40";"45.69";"65.5";"81.4";"1.867";"0.337"
"LHPL2201-000065";"LHP2201-0011";"13:00:00";"8";"380";"800";"8000";"6919";"2.5";"3.72";"40";"43.38";"69.7";"86.3";"0.61";"0.012"
"LHPL2201-000066";"LHP2201-0011";"13:00:00";"9";"400";"800";"8000";"7601";"2.5";"4.51";"40";"40.24";"67";"83.8";"0.346";"0.022"
"LHPL2201-000067";"LHP2201-0012";"08:00:00";"1";"390";"800";"8000";"10266";"2.5";"1.36";"40";"26.65";"80.6";"92.1";"0.221";"0.023"
"LHPL2201-000068";"LHP2201-0012";"08:00:00";"2";"400";"1200";"11500";"7060";"1.7";"2.98";"30";"28.18";"80.6";"90.4";"1.002";"0.063"
"LHPL2201-000069";"LHP2201-0012";"08:00:00";"3";NULL;"1200";"11500";"10133";"1.7";"1.49";"30";"25.89";"84.1";"91.6";"0.233";"0.082"
"LHPL2201-000070";"LHP2201-0012";"08:00:00";"4";"500";"800";"8000";"7650";"2.5";"4.3";"40";"45.99";"82.8";"91.3";"0.191";"0.022"
"LHPL2201-000071";"LHP2201-0012";"08:00:00";"5";"345";"800";"8000";"7890";"2.5";"4.46";"40";"44.42";"80.4";"90.7";"0.137";"0.005"
"LHPL2201-000072";"LHP2201-0012";"08:00:00";"6";"380";"800";"8000";"6810";"2.5";"5.28";"40";"35.49";"78.2";"88.2";"0.16";"0.005"
"LHPL2201-000073";"LHP2201-0012";"08:00:00";"7";"390";"800";"8000";"5807";"2.5";"5.4";"40";"48.26";"66.8";"81.9";"0.803";"0.287"
"LHPL2201-000074";"LHP2201-0012";"08:00:00";"8";"380";"800";"8000";"6792";"2.5";"4";"40";"42.93";"62.9";"81.9";"0.833";"0.018"
"LHPL2201-000075";"LHP2201-0012";"08:00:00";"9";"400";"800";"8000";"7699";"2.5";"4";"40";"38.6";"71.9";"75.1";"0.183";"0.078"
"LHPL2201-000076";"LHP2201-0013";"08:00:00";"1";"390";"800";"8000";"10865";"2.5";"1.73";"40";"22.75";"83.6";"90.2";"0.219";"0.011"
"LHPL2201-000077";"LHP2201-0013";"08:00:00";"2";"400";"2000";"13500";"8725";"1.4";"2.34";"23";"25.65";"78.7";"88.2";"0.238";"0.035"
"LHPL2201-000078";"LHP2201-0013";"08:00:00";"3";NULL;"2000";"13500";"9223";"1.4";"1.83";"23";"28.17";"81.6";"89.2";"0.273";"0.112"
"LHPL2201-000079";"LHP2201-0013";"08:00:00";"4";"500";"800";"8000";"7552";"2.5";"4.09";"40";"44.9";"77.9";"87.9";"0.334";"0.013"
"LHPL2201-000080";"LHP2201-0013";"08:00:00";"5";"345";"800";"8000";"7890";"2.5";"5.5";"40";"50.76";"79.3";"89.7";"0.1";"0.061"
"LHPL2201-000081";"LHP2201-0013";"08:00:00";"6";"380";"800";"8000";"7536";"2.5";"4.49";"40";"33.9";"72.7";"86.3";"0.143";"0.005"
"LHPL2201-000082";"LHP2201-0013";"08:00:00";"7";"390";"800";"8000";"6140";"2.5";"6.8";"40";"49";"71.3";"83.8";"0.938";"0.275"
